Abyss | Description | Abysses are interactable objects in instances which spawns cracks and pits that spawn monsters. They can spawn from Act 6 onwards. This encounter is considered Extra Content and has a baseline greater than 8% chance to appear in any map area.
Game mechanics | Level difference experience penalty | Level affects the amount of experience you gain from killing enemies, based on the relative level of the player and monsters. A penalty is applied if you are too far above or below the monster level.
Game mechanics | Microtransactions | Microtransactions are in game digital goods purchased with real world money. Most effects are cosmetic.
Game mechanics | Microtransactions | Commons options (Does not include everything)
Ghost Shroud | Description | Ghost Shroud is the stack counter used by the Ghost Dance keystone.
Gold gambling | Description | Gold gambling , also referred to as the Black Market , is a type of vendor mechanic that can be accessed via various NPCs in towns or Faustus in a player's hideout or Kingsmarch. Players can spend Gold to obtain specific types of item class items, with a higher chance to obtain "well-rolled" or unique items.
Gold gambling | Mechanics | Items created through gold gambling are always at least magic rarity, and can result in unique items. For example, a random sample of 50 wands with a level 93 character resulted in a distribution of 12 magic wands, 45 rare wands, and 3 T5 unique wands.
Gold gambling | Mechanics | The generated item has an item level between the character's level and the character's level +3, up to a maximum range of i83-i86. This is the same regardless of which NPC/location is used to gamble.
Gold gambling | Mechanics | On magic or rare items, it uses a "well-rolled" system ( modifier tier rating ), causing random affixes to only roll from the top 50% of each mod group's eligible modifiers (e.g. at least T6 or higher +# to maximum Mana if 12 tiers possible), inclusive if an odd number of tiers eligible.
Gold gambling | Mechanics | Unlike Gwennen gambling , it cannot result in corrupted or influenced items.
Grand Heist | Description | Grand Heists are more elaborate Heists that require using Blueprints at The Rogue Harbour. The player must infiltrate a facility that contains multiple wings, retrieve the guarded items without raising alert, and escape with the contents alive.
Grand Heist | Description | Unlike regular Heists , Grand Heists require multiple Rogues to complete. The target item, inside a Curio Display , will be a selection of experimented base types , replica unique items , weapons or body armour with a Heist enchantment , Thief's Trinkets , or currency. You can only take one from of the selection before Lockdown begins.
Grand Heist | Description | Players cannot obtain artifacts that can be sold for Rogue's Markers from Curio Display, therefore Grand Heists are not a main source of Rogue's Marker. However, these artifacts can be found in the side rooms of the Grand Heist.
Grand Heist | Mechanics | If players get Divine Orbs or any items worth a lot of currency, they may simply exit the wing using the escape hatch, and then they may re-enter the wing and resume looting. This removes the Contraband status on all items in the players inventory, so that even if they die the items are not lost.
Grand Heist | Preparation | To start a Grand Heist, the player must take a Blueprint to the Planning Room in the Rogue's Harbour. There, players must assign rogues that will perform each job. After configuring the rogues and confirming the Blueprint, the plan is locked and you can't unlock more wings or rooms or change Rogue placements for that Blueprint. Players must then go to Adiyah, the Wayfinder to start the Grand Heist. Player must pay the fee of Rogue's Markers , and then Adiyah will open a portal to the location.
